brand,model,engine_size,engine_size_unit,engine_power,engine_power_unit,engine_aspiration,injection_type,year,mileage,mileage_unit,cylinders,body_type,transmission_type,transmission_technology,transmission_gears,energy_source,fuel_type,propulsion_system,drive_type,condition,color,doors,fuel_consumption,fuel_consumption_unit,equipment
renault,kangoo,,,,,,,2001,30000,,,,manual,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""electric_windows""]"
volkswagen,passat,,,,,,,2009,0,,,,manual,,,,diesel,,,excellent,,,,,"[""bluetooth"", ""rear_camera""]"
seat,leon,,,,,,,2015,170000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""rear_camera""]"
land rover,discovery sport,,,,,,,2016,120000,,,,automatic,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
nissan,qashqai,,,,,,,2015,150000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
toyota,rav4,,,,,,,2004,0,,,,manual,,,,diesel,,,very good,,5,,,"[""electric_windows"", ""leather_seats""]"
toyota,rav4,,,,,,,2008,300000,,,,manual,,,,diesel,,,good,,5,,,"[""airbags"", ""central_locking""]"
peugeot,301,,,,,,,2023,45000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
mercedes-benz,cla class,,,,,,,2021,80000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
kia,sportage,,,,,,,2015,180000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""parking_sensors"", ""speed_limiter""]"
kia,optima,,,,,,,2021,85000,,,,automatic,,,hybrid,,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera""]"
opel,astra,,,,,,,2011,120000,,,,manual,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""leather_seats""]"
volkswagen,tiguan,,,,,,,2018,20000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter"", ""sunroof""]"
mercedes-benz,cla class,,,,,,,2024,0,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
volkswagen,jetta,,,,,,,2011,250000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""electric_windows""]"
volkswagen,touareg,,,,,,,2008,250000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""electric_windows"", ""rear_camera""]"
peugeot,306,,,,,,,2002,300000,,,,manual,,,,diesel,,,good,,5,,,"[""bluetooth"", ""electric_windows""]"
renault,kangoo,,,,,,,2014,0,,,,manual,,,,diesel,,,excellent,,5,,,"[""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows""]"
mercedes-benz,cla class,,,,,,,2015,160000,,,,automatic,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""speed_limiter""]"
jeep,grand cherokee,,,,,,,2016,140000,,,,automatic,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""rear_camera""]"
ford,kuga,,,,,,,2014,25000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
chevrolet,camaro,,,,,,,2021,20000,,,,automatic,,,,petrol,,,excellent,,3,,,"[""alloy_wheels"", ""electric_windows""]"
land rover,freelander,,,,,,,2009,250000,,,,automatic,,,,diesel,,,very good,,5,,,"[""abs"", ""airbags"", ""bluetooth"", ""speed_limiter""]"
renault,scenic,,,,,,,2015,120000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""air_conditioning"", ""alloy_wheels""]"
hyundai,i20,,,,,,,2021,35000,,,,manual,,,,diesel,,,new,,5,,,"[""navigation""]"
peugeot,308,,,,,,,2013,170000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""onboard_computer"", ""speed_limiter""]"
mercedes-benz,a class,,,,,,,2021,55000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
dacia,logan mcv,,,,,,,2012,170000,,,,manual,,,,diesel,,,very good,,5,,,"[""bluetooth"", ""rear_camera""]"
citroen,c5,,,,,,,2007,300000,,,,manual,,,fossil,diesel,,,good,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""cruise_control"", ""electric_windows"", ""onboard_computer"", ""speed_limiter""]"
renault,captur,,,,,,,2018,130000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
alfa romeo,giulietta,,,,,,,2015,160000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter""]"
volkswagen,jetta,,,,,,,2019,10000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""electric_windows"", ""leather_seats""]"
volkswagen,golf,,,,,,,1992,60000,,,,manual,,,,petrol,,,excellent,,3,,,"[""bluetooth"", ""central_locking"", ""speed_limiter""]"
citroen,c3,,,,,,,2019,75000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
suzuki,alto,,,,,,,2010,140000,,,,manual,,,,petrol,,,very good,,5,,,"[""leather_seats"", ""rear_camera""]"
dacia,sandero,,,,,,,2023,20000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
kia,carens,,,,,,,2007,200000,,,,manual,,,,diesel,,,good,,5,,,"[""alloy_wheels"", ""rear_camera""]"
bmw,x5,,,,,,,2005,350000,,,,automatic,,,,diesel,,,excellent,,,,,"[""alloy_wheels""]"
mercedes-benz,220,,,,,,,1994,200000,,,,automatic,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""cruise_control"", ""electric_windows"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
toyota,corolla,,,,,,,2014,190000,,,,manual,,,,diesel,,,new,,5,,,"[""bluetooth"", ""electric_windows""]"
renault,r9,,,,,,,1984,250000,,,,manual,,,,diesel,,,good,,5,,,"[""bluetooth"", ""electric_windows""]"
dacia,dokker,,,,,,,2020,0,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels""]"
peugeot,308,,,,,,,2012,200000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""airbags"", ""central_locking"", ""electric_windows"", ""esp""]"
volkswagen,caddy,,,,,,,2014,200000,,,,manual,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors""]"
citroen,c1,,,,,,,2012,0,,,,manual,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""electric_windows""]"
renault,kadjar,,,,,,,2018,160000,,,,manual,,,,diesel,,,excellent,,5,,,"[""electric_windows"", ""leather_seats""]"
mercedes-benz,gle class,,,,,,,2018,170000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
mercedes-benz,250,,,,,,,1987,0,,,,manual,,,,diesel,,,very good,,,,,"[""bluetooth"", ""leather_seats""]"
audi,q5,,,,,,,2017,190000,,,,automatic,,,,diesel,,,new,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
peugeot,308,,,,,,,2010,200000,,,,manual,,,,diesel,,,good,,5,,,"[""air_conditioning""]"
dacia,logan,,,,,,,2006,150000,,,,manual,,,,diesel,,,good,,5,,,"[""alloy_wheels"", ""bluetooth""]"
renault,clio,,,,,,,2020,110000,,,,manual,,,,diesel,,,,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""onboard_computer"", ""speed_limiter""]"
mitsubishi,l200,,,,,,,2007,0,,,,manual,,,,diesel,,,good,,5,,,"[""electric_windows"", ""rear_camera""]"
honda,jazz,,,,,,,2004,25000,,,,manual,,,,petrol,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats""]"
peugeot,301,,,,,,,2014,130000,,,,manual,,,,diesel,,,new,,5,,,"[""electric_windows"", ""rear_camera""]"
volkswagen,beetle,,,,,,,2018,85000,,,,manual,,,,diesel,,,excellent,,3,,,"[""alloy_wheels"", ""rear_camera""]"
fiat,500,,,,,,,2015,70000,,,,automatic,,,,petrol,,,excellent,,3,,,"[""electric_windows""]"
peugeot,307,,,,,,,2005,170000,,,,manual,,,,petrol,,,excellent,,5,,,"[""abs"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors""]"
volkswagen,golf,,,,,,,1995,10000,,,,manual,,,,diesel,,,very good,,5,,,"[""electric_windows"", ""rear_camera""]"
peugeot,405,,,,,,,1990,190000,,,,manual,,,,diesel,,,,,5,,,"[""alloy_wheels"", ""rear_camera""]"
mercedes-benz,a class,,,,,,,2000,250000,,,,manual,,,,diesel,,,very good,,5,,,"[""electric_windows""]"
citroen,ax,,,,,,,1993,250000,,,,manual,,,,diesel,,,,,5,,,"[""bluetooth"", ""rear_camera""]"
renault,clio,,,,,,,2005,200000,,,,manual,,,,petrol,,,good,,5,,,"[""abs"", ""electric_windows""]"
citroen,c3,,,,,,,2023,10000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""speed_limiter""]"
volkswagen,caddy,,,,,,,2019,45000,,,,manual,,,,diesel,,,excellent,,,,,"[""alloy_wheels""]"
hyundai,santa fe,,,,,,,2010,150000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
volkswagen,passat,,,,,,,2009,130000,,,,manual,,,,diesel,,,very good,,5,,,"[""alloy_wheels""]"
hyundai,tucson,,,,,,,2021,110000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
volkswagen,touareg,,,,,,,2009,10000,,,,automatic,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""parking_sensors""]"
hyundai,tucson,,,,,,,2021,100000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
hyundai,santa fe,,,,,,,2008,250000,,,,manual,,,,diesel,,,very good,,,,,"[""alloy_wheels"", ""electric_windows""]"
citroen,xsara picasso,,,,,,,2008,170000,,,,manual,,,,diesel,,,very good,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter""]"
citroen,c4 cactus,,,,,,,2022,55000,,,,manual,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""parking_sensors"", ""speed_limiter""]"
porsche,cayenne,,,,,,,2015,160000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
mercedes-benz,glc class,,,,,,,2024,0,,,,automatic,,,,diesel,,,new,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
mercedes-benz,220,,,,,,,1999,200000,,,,manual,,,,diesel,,,very good,,5,,,"[""electric_windows""]"
audi,a4,,,,,,,2003,140000,,,,manual,,,,diesel,,,good,,5,,,"[""alloy_wheels"", ""bluetooth""]"
peugeot,208,,,,,,,2017,95000,,,,manual,,,,diesel,,,new,,5,,,"[""bluetooth"", ""rear_camera""]"
volkswagen,golf,,,,,,,2005,300000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""electric_windows"", ""esp""]"
ford,fiesta,,,,,,,2012,20000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""central_locking"", ""electric_windows""]"
mitsubishi,lancer,,,,,,,1999,0,,,,automatic,,,,petrol,,,good,,5,,,"[""electric_windows""]"
volkswagen,golf,,,,,,,1993,190000,,,,manual,,,fossil,diesel,icev,,excellent,,5,,,"[""alloy_wheels"", ""electric_windows""]"
hyundai,ix35,,,,,,,2015,200000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""leather_seats"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
renault,clio,,,,,,,2018,100000,,,,manual,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera""]"
opel,combo,,,,,,,2022,45000,,,,manual,,,,diesel,,,excellent,,,,,"[""abs"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""parking_sensors""]"
skoda,kamiq,,,,,,,2021,100000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
porsche,cayenne,,,,,,,2023,15000,,,ABSTAIN,automatic,,,hybrid,,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
mercedes-benz,e class,,,,,,,2018,110000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
peugeot,partner,,,,,,,2003,190000,,,,manual,,,,diesel,,,very good,,5,,,"[""electric_windows"", ""leather_seats""]"
ford,focus,,,,,,,2018,95000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
fiat,tipo,,,,,,,2021,85000,,,hatchback,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter""]"
ford,focus,,,,,,,2014,190000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""parking_sensors"", ""speed_limiter""]"
renault,kangoo,,,,,,,2007,0,,,,manual,,,,diesel,,,good,,5,,,"[""alloy_wheels"", ""electric_windows""]"
dacia,sandero,,,,,,,2012,200000,,,,manual,,,,diesel,,,very good,,,,,"[""alloy_wheels"", ""leather_seats""]"
renault,kangoo,,,,,,,2009,400000,,,,manual,,,,diesel,,,good,,5,,,"[""leather_seats"", ""rear_camera""]"
dacia,logan mcv,,,,,,,2014,150000,,,,manual,,,,diesel,,,very good,,5,,,"[""bluetooth"", ""central_locking"", ""electric_windows"", ""parking_sensors"", ""rear_camera""]"
volkswagen,tiguan,,,,,,,2021,50000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter"", ""sunroof""]"
peugeot,partner,,,,,,,2012,0,,,,manual,,,,petrol,,,,,5,,,"[""abs"", ""alloy_wheels"", ""bluetooth"", ""electric_windows"", ""leather_seats"", ""parking_sensors"", ""rear_camera""]"
land rover,range rover evoque,,,,,,,2016,120000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
volkswagen,tiguan,,,,,,,2017,140000,,,,automatic,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
fiat,500,,,,,,,2022,60000,,,,automatic,,,,petrol,,,excellent,,5,,,"[""leather_seats"", ""rear_camera""]"
volvo,xc60,,,,,,,2017,180000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""leather_seats"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
audi,q3,,,,,,,2024,0,,,,automatic,,,,diesel,,,new,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter"", ""sunroof""]"
hyundai,i10,,,,,,,2012,160000,,,,manual,,,,petrol,,,good,,5,,,"[""electric_windows""]"
dacia,logan,,,,,,,2006,15000,,,,manual,,,fossil,petrol,,,very good,,5,,,"[""rear_camera""]"
dacia,lodgy,,,,,,,2022,90000,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels"", ""electric_windows""]"
mercedes-benz,c class,,,,,,,2019,100000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
renault,megane,,,,,,,1999,30000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""bluetooth"", ""central_locking""]"
volkswagen,passat,,,,,,,2013,170000,,,,automatic,,,,diesel,,,,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""parking_sensors"", ""speed_limiter""]"
dacia,sandero,,,,,,,2022,130000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""speed_limiter""]"
