Brand,Model,Year,Condition,Mileage,Gearbox,Fiscal Power,Fuel,Equipment,Number of Doors,Origin,First Owner,Location,Sector,Price
Toyota,Yaris,2018,Excellent,70 000 - 74 999,Automatic,9 CV,Hybrid,"['ABS', 'Airbags', 'Rear Camera', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Tétouan,El Matar,
Mercedes-Benz,Classe G,2024,,10 000 - 14 999,Automatic,33 CV,Petrol,"['Rear Camera', 'CD/MP3/Bluetooth']",,,,Tanger,Draoua,
Peugeot,207,2013,Very Good,180 000 - 189 999,Manual,6 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Electric Windows']",5.0,Customs-cleared car,No,Casablanca,Roches Noires,68000.0
Honda,Accord,2011,Excellent,160 000 - 169 999,Manual,9 CV,Diesel,"['Rear Camera', 'Electric Windows']",,,,Fès,Agdal,95000.0
Fiat,FIORINO,2019,Excellent,120 000 - 129 999,Manual,6 CV,Diesel,"['CD/MP3/Bluetooth', 'Alloy Wheels']",5.0,WW in Morocco,No,Laattaouia,Toute la ville,100200.0
Jeep,Grand Cherokee,2006,Excellent,190 000 - 199 999,Automatic,11 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",,WW in Morocco,No,Kénitra,La Ville Haute,
Mercedes-Benz,Classe B,2012,Excellent,15 000 - 19 999,Automatic,7 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,No,Béni Mellal,Toute la ville,14.0
Mercedes-Benz,Classe E,2018,Very Good,75 000 - 79 999,Automatic,8 CV,Diesel,"['Rear Camera', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Belvédère,490000.0
Fiat,Doblo,2014,Excellent,200 000 - 249 999,Manual,6 CV,Diesel,"['Alloy Wheels', 'Alloy Wheels']",5.0,Customs-cleared car,Yes,Fquih Ben Saleh,Toute la ville,75000.0
Fiat,500,2009,Very Good,110 000 - 119 999,Manual,7 CV,Petrol,"['Airbags', 'Alloy Wheels']",3.0,WW in Morocco,No,El Jadida,Najd,73000.0
Renault,Scenic,2001,Excellent,20 000 - 24 999,Manual,9 CV,Petrol,"['CD/MP3/Bluetooth', 'Rear Camera', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,,Laâyoune,Toute la ville,55000.0
Land Rover,Velar,2020,Excellent,65 000 - 69 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Agadir,Le centre-ville,520000.0
Renault,R4,1988,Good,Plus de 500 000,Manual,6 CV,Petrol,"['CD/MP3/Bluetooth', 'Alloy Wheels']",,,,Tanger,Drissia,19000.0
Renault,Kangoo,2010,Very Good,170 000 - 179 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'Air Conditioning', 'ESP', 'Cruise Control', 'Central Locking', 'Electric Windows']",3.0,WW in Morocco,,Tanger,Beni Makada Lakdima,100000.0
Fiat,Palio,2004,Excellent,5 000 - 9 999,Manual,7 CV,Diesel,"['Rear Camera', 'Leather Seats']",5.0,WW in Morocco,No,Kénitra,Ouled Oujih,37000.0
Nissan,Micra,2011,Good,45 000 - 49 999,Manual,7 CV,Petrol,"['Alloy Wheels', 'Rear Camera']",5.0,WW in Morocco,No,Rabat,Massira,50000.0
Skoda,Superb,2017,Excellent,200 000 - 249 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Laâyoune,Toute la ville,235000.0
Daihatsu,Terios,2007,Very Good,200 000 - 249 999,Manual,7 CV,Petrol,"['Alloy Wheels', 'Rear Camera']",5.0,,,Rabat,Other,
Renault,EXPRESS,2021,Excellent,85 000 - 89 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Navigation System/GPS', 'Central Locking']",5.0,WW in Morocco,No,Béni Mellal,Toute la ville,169000.0
Peugeot,308,2018,Very Good,110 000 - 119 999,Automatic,9 CV,Petrol,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Californie,
Fiat,Palio,2002,Excellent,5 000 - 9 999,Manual,7 CV,Diesel,"['CD/MP3/Bluetooth', 'Leather Seats']",5.0,,No,Mohammedia,Other,29000.0
Volkswagen,Jetta,2020,Excellent,180 000 - 189 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Taza,Toute la ville,179000.0
Chevrolet,Spark,2012,Very Good,140 000 - 149 999,Manual,6 CV,Petrol,"['Airbags', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Onboard Computer', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Sidi Maarouf,52000.0
Volkswagen,Passat,2011,Very Good,300 000 - 349 999,Manual,8 CV,Diesel,"['ABS', 'Airbags', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Mohammedia,City Center,122000.0
Citroen,XSARA,2004,Very Good,70 000 - 74 999,Manual,7 CV,Diesel,"['Airbags', 'Air Conditioning', 'Parking Sensors', 'Central Locking']",5.0,WW in Morocco,No,Kénitra,Ouled Oujih,48000.0
Nissan,Micra,2016,Excellent,10 000 - 14 999,Manual,7 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking']",5.0,Customs-cleared car,Yes,Fès,Hay Saada,142000.0
Dacia,Duster,2018,Very Good,190 000 - 199 999,Manual,6 CV,Diesel,"['Rear Camera', 'Alloy Wheels']",,,,Marrakech,Guéliz,
Mercedes-Benz,240,1980 ou plus ancien,Very Good,450 000 - 499 999,Manual,10 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",,,,Benslimane,Hay Farah,
Hyundai,Veracruz,2009,Very Good,350 000 - 399 999,Automatic,11 CV,Diesel,"['Electric Windows', 'Leather Seats']",5.0,WW in Morocco,No,Tanger,Moujahidine,
Renault,Megane,2000,Excellent,5 000 - 9 999,Manual,7 CV,Diesel,"['Airbags', 'Alloy Wheels']",5.0,Customs-cleared car,No,Salé,Inbiaat,54000.0
Ford,Fiesta,2016,Very Good,130 000 - 139 999,Manual,5 CV,Petrol,"['Rear Camera', 'Leather Seats']",5.0,WW in Morocco,No,Marrakech,Sidi Youssef Ben Ali,82000.0
Audi,Q7,2007,New,170 000 - 179 999,Automatic,12 CV,Diesel,"['Leather Seats', 'Rear Camera']",5.0,Imported New,No,El Mansouria,Toute la ville,94000.0
BMW,M2,2024,New,0 - 4 999,Automatic,16 CV,Petrol,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",3.0,Imported New,,الدار البيضاء,Maarif,
BMW,X3,2015,New,200 000 - 249 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Marrakech,Targa,210000.0
Hyundai,Santa Fe,2008,Very Good,200 000 - 249 999,Manual,9 CV,Diesel,"['Alloy Wheels', 'CD/MP3/Bluetooth']",5.0,WW in Morocco,No,Salé,Tabriquet,80000.0
Ford,Focus,2016,Excellent,75 000 - 79 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Anfa,
Renault,EXPRESS,2023,Very Good,25 000 - 29 999,Manual,6 CV,Diesel,"['Air Conditioning', 'Alloy Wheels', 'Parking Sensors', 'Cruise Control', 'Leather Seats']",5.0,WW in Morocco,Yes,Fès,Oued Fès,163000.0
Porsche,Cayenne,2013,Excellent,130 000 - 139 999,Manual,8 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,Yes,Casablanca,2 Mars,
Land Rover,Range Rover Evoque,2017,Excellent,90 000 - 94 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Marrakech,Afaq,290000.0
Dacia,Logan,2021,Excellent,30 000 - 34 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",,WW in Morocco,Yes,Agadir,Abattoirs,
Citroen,C3 Aircross,2020,Excellent,80 000 - 84 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,,Casablanca,Sidi Maarouf,156000.0
Mercedes-Benz,220,2007,Excellent,200 000 - 249 999,Manual,8 CV,Diesel,"['Leather Seats', 'CD/MP3/Bluetooth']",5.0,Customs-cleared car,Yes,Khemisset,Toute la ville,140000.0
Volkswagen,Tiguan,2019,Excellent,200 000 - 249 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",5.0,Customs-cleared car,No,El Jadida,Other,
Renault,Clio,2019,Very Good,100 000 - 109 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Safi,Plateau,118000.0
Hyundai,Santa Fe,2011,Excellent,160 000 - 169 999,Manual,9 CV,Diesel,"['Rear Camera', 'Rear Camera']",5.0,WW in Morocco,Yes,Fès,Route de Sefrou,99000.0
BMW,Serie 3,2007,Excellent,250 000 - 299 999,Manual,8 CV,Diesel,"['Leather Seats', 'Electric Windows']",5.0,Imported New,No,El Jadida,Saada,78000.0
Volvo,V40,2018,Excellent,120 000 - 129 999,Automatic,8 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Anfa,160000.0
Suzuki,Alto,2009,Very Good,250 000 - 299 999,Manual,4 CV,Petrol,"['CD/MP3/Bluetooth', 'Alloy Wheels']",5.0,WW in Morocco,No,Meknès,Marjane 2,35000.0
Kia,Picanto,2019,Excellent,100 000 - 109 999,Manual,4 CV,Petrol,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Onboard Computer', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Tétouan,City Center,89000.0
Nissan,Juke,2015,Good,130 000 - 139 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats']",5.0,WW in Morocco,No,Kénitra,Ouled Oujih,128000.0
Mercedes-Benz,Classe CLS,2019,Excellent,130 000 - 139 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",,Imported New,,Casablanca,Californie,540000.0
Skoda,Superb,2017,Excellent,110 000 - 119 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Anfa,
Audi,a3_sportback,2009,Excellent,30 000 - 34 999,Manual,8 CV,Diesel,"['ABS', 'Air Conditioning', 'Alloy Wheels', 'Parking Sensors', 'Leather Seats', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,No,Tanger,Aharrarine,115000.0
Mercedes-Benz,220,1997,Very Good,10 000 - 14 999,Manual,10 CV,Diesel,"['Airbags', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,No,Oujda,Hay El Qods,
Volkswagen,Touareg,2005,Excellent,170 000 - 179 999,Automatic,10 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,Imported New,No,Guelmim,Toute la ville,3.0
Dacia,Duster,2019,New,130 000 - 139 999,Manual,6 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",5.0,WW in Morocco,Yes,Agadir,El Houda,
Land Rover,range_rover_vogue,2022,Excellent,25 000 - 29 999,Automatic,12 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",5.0,WW in Morocco,Yes,Casablanca,Belvédère,1780000.0
Toyota,Corolla verso,2012,Very Good,15 000 - 19 999,Manual,7 CV,Diesel,"['CD/MP3/Bluetooth', 'Electric Windows']",5.0,WW in Morocco,Yes,Marrakech,Assif,90000.0
Kia,Picanto,2007,Good,0 - 4 999,Manual,4 CV,Petrol,"['Rear Camera', 'Electric Windows']",5.0,WW in Morocco,No,Agadir,El Houda,55000.0
Hyundai,Accent,2011,Excellent,200 000 - 249 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP']",5.0,,No,El Jadida,City Center,88000.0
Dacia,sandero_stepway,2017,Very Good,130 000 - 139 999,Manual,6 CV,Diesel,"['Leather Seats', 'CD/MP3/Bluetooth']",5.0,WW in Morocco,No,Temara,Abbadi,
Opel,MOKKA,2023,Excellent,30 000 - 34 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking']",,,,Casablanca,Bourgogne,
Land Rover,Freelander,2011,Excellent,190 000 - 199 999,Automatic,8 CV,Electrique,"['ABS', 'Rear Camera', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Kénitra,City Center,160000.0
Citroen,Berlingo,2022,Excellent,25 000 - 29 999,Manual,6 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,2 Mars,209000.0
Citroen,Berlingo,2011,Very Good,15 000 - 19 999,Manual,7 CV,Diesel,"['Leather Seats', 'Leather Seats']",5.0,WW in Morocco,No,Tanger,Administratif,70000.0
BMW,Serie 5,2013,Excellent,100 000 - 109 999,Automatic,11 CV,Diesel,"['Leather Seats', 'CD/MP3/Bluetooth']",5.0,Customs-cleared car,Yes,Casablanca,2 Mars,150000.0
Mercedes-Benz,Classe C,2008,Very Good,250 000 - 299 999,Manual,10 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,Yes,Casablanca,Belvédère,135000.0
Peugeot,205,1998,Good,160 000 - 169 999,Manual,6 CV,Petrol,"['Alloy Wheels', 'Electric Windows']",5.0,WW in Morocco,No,Tan-Tan,Toute la ville,25000.0
Jeep,Compass,2014,Good,170 000 - 179 999,Manual,9 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Sidi Maarouf,117000.0
Volkswagen,Touareg,2010,Excellent,15 000 - 19 999,Automatic,12 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Leather Seats']",5.0,,,Fès,Narjiss,95000.0
BMW,Serie 4,2024,Excellent,0 - 4 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Casablanca,2 Mars,
Toyota,RAV 4,2008,Very Good,180 000 - 189 999,Manual,9 CV,Diesel,"['Electric Windows', 'Rear Camera']",5.0,Customs-cleared car,No,El Jadida,Al Boustane,87000.0
Mercedes-Benz,Vito,2005,Good,25 000 - 29 999,Manual,9 CV,Petrol,"['Leather Seats', 'CD/MP3/Bluetooth']",3.0,WW in Morocco,No,Tanger,Tanja Balia,92000.0
Mercedes-Benz,classe_gle_coupe,2016,Excellent,180 000 - 189 999,Automatic,12 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Rabat,Hay el Fath,
Opel,Insignia,2010,Very Good,200 000 - 249 999,Automatic,8 CV,Diesel,"['Alloy Wheels', 'CD/MP3/Bluetooth']",5.0,WW in Morocco,Yes,Casablanca,Hay Hassani,90000.0
Honda,Civic,1998,Good,25 000 - 29 999,Manual,9 CV,Petrol,"['Rear Camera', 'Leather Seats']",5.0,Customs-cleared car,No,Rabat,Les Orangers,35000.0
Toyota,corolla_sport,2019,Excellent,30 000 - 34 999,Automatic,10 CV,Hybrid,"['Alloy Wheels', 'Electric Windows']",5.0,WW in Morocco,Yes,Rabat,Agdal,200000.0
Ford,ESCORT,1994,Very Good,200 000 - 249 999,Manual,8 CV,Petrol,"['CD/MP3/Bluetooth', 'CD/MP3/Bluetooth']",5.0,WW in Morocco,No,Casablanca,Al Fida,13000.0
Citroen,C5,2009,Very Good,300 000 - 349 999,Manual,8 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Belvédère,78000.0
Fiat,Punto,2004,Very Good,5 000 - 9 999,Manual,5 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Onboard Computer', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,No,Khénifra,Toute la ville,54000.0
Fiat,127,1980 ou plus ancien,Good,0 - 4 999,Manual,5 CV,Petrol,"['Alloy Wheels', 'Rear Camera']",3.0,Imported New,No,Taourirt,Toute la ville,
Volkswagen,Tiguan,2022,Good,50 000 - 54 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,Yes,Agadir,El Houda,
Audi,A5,2011,,170 000 - 179 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",,,,Casablanca,Maarif,170000.0
Peugeot,307,2014,Excellent,Plus de 500 000,Manual,8 CV,Diesel,"['Alloy Wheels', 'Central Locking']",5.0,WW in Morocco,No,Tanger,Administratif,
Volkswagen,GOLF 7,2016,Very Good,180 000 - 189 999,Automatic,4 CV,Diesel,"['CD/MP3/Bluetooth', 'Rear Camera']",5.0,WW in Morocco,No,Béni Mellal,Toute la ville,
Citroen,Berlingo,2007,Very Good,25 000 - 29 999,Manual,7 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Central Locking']",5.0,WW in Morocco,No,Casablanca,Sidi Maarouf,45000.0
Peugeot,301,2014,Very Good,200 000 - 249 999,Manual,6 CV,Diesel,"['Electric Windows', 'Alloy Wheels']",5.0,WW in Morocco,No,Marrakech,M'Hamid,87000.0
Audi,A3,2010,Excellent,200 000 - 249 999,Automatic,8 CV,Diesel,"['Alloy Wheels', 'Leather Seats']",,Customs-cleared car,No,Casablanca,2 Mars,
Ford,Kuga,2017,Excellent,200 000 - 249 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",5.0,WW in Morocco,Yes,El Jadida,City Center,155000.0
BMW,X3,2020,Good,100 000 - 109 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Electric Windows']",5.0,WW in Morocco,Yes,Tanger,Beni Touzine,320000.0
Renault,Kangoo,2001,Very Good,30 000 - 34 999,Manual,7 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",5.0,Customs-cleared car,No,Béni Mellal,Toute la ville,63000.0
Volkswagen,Passat,2009,Excellent,0 - 4 999,Manual,8 CV,Diesel,"['CD/MP3/Bluetooth', 'Rear Camera']",,,,Safi,Hay essalam,
Seat,Leon,2015,Excellent,170 000 - 179 999,Automatic,6 CV,Diesel,"['Rear Camera', 'Rear Camera']",5.0,WW in Morocco,Yes,Fès,Agdal,
Land Rover,Discovery Sport,2016,Very Good,120 000 - 129 999,Automatic,9 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Rabat,Hassan,190000.0
Nissan,Qashqai,2015,Excellent,150 000 - 159 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Aïn Chock,
Toyota,RAV 4,2004,Very Good,0 - 4 999,Manual,8 CV,Diesel,"['Electric Windows', 'Leather Seats']",5.0,Customs-cleared car,No,Tanger,Castilla,
Toyota,RAV 4,2008,Good,300 000 - 349 999,Manual,8 CV,Diesel,"['Airbags', 'Central Locking']",5.0,WW in Morocco,No,Guelmim,Toute la ville,78000.0
Peugeot,301,2023,Excellent,45 000 - 49 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Mers Sultan,
Mercedes-Benz,Classe CLA,2021,Excellent,80 000 - 84 999,Automatic,9 CV,Diesel,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,Yes,Casablanca,2 Mars,
Kia,Sportage,2015,Very Good,180 000 - 189 999,Manual,8 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Marrakech,Allal El Fassi,140000.0
